1548038666.000000, IBI
106.301741,0.484397
106.801764,0.500023
107.317412,0.515649
107.833061,0.515649
211.415927,0.593777
212.072207,0.656280
293.763447,1.000046
412.643888,0.515649
604.027649,0.468771
604.543298,0.515649
605.058946,0.515649
605.652724,0.593777
606.090244,0.437520
606.621518,0.531274
607.215295,0.593777
607.762195,0.546900
608.262218,0.500023
608.824744,0.562526
609.387269,0.562526
609.934170,0.546900
610.481070,0.546900
610.965467,0.484397
699.438267,0.562526
709.876244,0.593777
710.626279,0.750034
735.236780,0.609403
758.128453,0.593777
758.722230,0.593777
759.300382,0.578151
760.050416,0.750034
805.489996,0.625029
806.208779,0.718783
807.068193,0.859414
855.648542,0.734409
856.242319,0.593777
856.867348,0.625029
857.539253,0.671906
858.258036,0.718783
858.836188,0.578151
859.539345,0.703157
860.164374,0.625029
860.851905,0.687531
861.492559,0.640654
862.070711,0.578151
862.664488,0.593777
863.398897,0.734409
882.071626,0.609403
882.743532,0.671906
883.462315,0.718783
884.102969,0.640654
884.774875,0.671906
885.493658,0.718783
886.212441,0.718783
886.821844,0.609403
887.384370,0.562526
888.040650,0.656280
888.650053,0.609403
889.290707,0.640654
889.915735,0.625029
890.587641,0.671906
1023.984372,0.687531
1123.176413,0.578151
1164.537681,0.625029
1164.990827,0.453146
1165.568978,0.578151
1166.209633,0.640654
1166.725281,0.515649
1167.240930,0.515649
1167.756578,0.515649
1183.616679,0.687531
1186.335554,0.531274
1186.819951,0.484397
1187.460605,0.640654
1188.085634,0.625029
1188.663785,0.578151
1189.366943,0.703157
1189.898217,0.531274
1190.476368,0.578151
1191.070146,0.593777
1288.605860,0.500023
1289.262141,0.656280
1289.887169,0.625029
1461.207512,0.765660
1461.785663,0.578151
1462.410692,0.625029
1543.383148,0.734409
1543.914423,0.531274
1544.414445,0.500023
1631.918451,0.546900
1632.340345,0.421894
